PlayerCard1,PlayerCard2,FlopCard1,FlopCard2,FlopCard3,EquityPercent
4s.png,Qh.png,9c.png,5h.png,2h.png,9.1
2s.png,Ts.png,Ah.png,3d.png,7h.png,1.9
5c.png,Qs.png,Th.png,9c.png,Td.png,5.8
2d.png,Js.png,2c.png,4c.png,9s.png,14.1
Ad.png,Ts.png,Ah.png,7s.png,Jc.png,49.9
Jd.png,5c.png,9c.png,Js.png,7d.png,24.63
8d.png,Jc.png,2c.png,6c.png,5s.png,8.63
Ks.png,5d.png,Qd.png,Ts.png,7c.png,6.7
Ts.png,Tc.png,2d.png,4d.png,Kc.png,22.5
Ad.png,9d.png,Qd.png,6c.png,5h.png,12.67
Jh.png,4s.png,9h.png,Kc.png,5s.png,3.5
9s.png,3h.png,5s.png,5d.png,Qs.png,3.9
8d.png,9d.png,5h.png,Kh.png,Qc.png,4.43
Qc.png,8h.png,5c.png,Th.png,Ad.png,6.63
3c.png,Qd.png,9h.png,2d.png,Qs.png,34.87
3s.png,Jc.png,Tc.png,5c.png,8c.png,19.97
Kh.png,5d.png,6h.png,Tc.png,Ts.png,5.17
Jc.png,Jd.png,Jh.png,2h.png,9c.png,73.8
2c.png,Th.png,5h.png,4c.png,6d.png,5.37
2s.png,Kh.png,Th.png,Qs.png,7c.png,5.8
4s.png,Ac.png,As.png,3h.png,Ks.png,41.87
9s.png,Th.png,Ad.png,4d.png,As.png,7.17
Tc.png,Td.png,7h.png,Kh.png,2h.png,13.6
8s.png,4d.png,5h.png,Ac.png,Kh.png,3.2
3c.png,7d.png,Kd.png,Js.png,Ts.png,1.77
Qd.png,3s.png,4s.png,6c.png,Qc.png,33.63
Jh.png,4s.png,Td.png,9c.png,Jc.png,15
8d.png,3s.png,Kd.png,9s.png,8s.png,15.67
7d.png,Td.png,2c.png,Ad.png,Js.png,6.9
5s.png,Th.png,Ac.png,7s.png,9c.png,2.9
Qc.png,9c.png,7d.png,7c.png,4s.png,10.63
9c.png,4h.png,Td.png,7d.png,Kc.png,3.63
Jh.png,Qs.png,Js.png,8h.png,Ah.png,30.47
Kc.png,9c.png,5c.png,7h.png,Kd.png,42.37
Qh.png,Js.png,As.png,5s.png,3c.png,9.73
6h.png,9c.png,2c.png,Jh.png,Jd.png,7.63
Qc.png,Jh.png,8c.png,Ad.png,As.png,14.3
4h.png,6h.png,Ts.png,5h.png,Kc.png,8.2
8d.png,Tc.png,5d.png,3h.png,Qh.png,4.67
6h.png,8h.png,4c.png,9c.png,Th.png,14.1
5h.png,6c.png,7s.png,Qh.png,8h.png,21.3
3h.png,6c.png,5h.png,8d.png,4c.png,23.2
2d.png,8s.png,9d.png,7d.png,6c.png,18.12
6d.png,8h.png,3s.png,9h.png,Ad.png,6.9
5s.png,4h.png,9c.png,8c.png,8d.png,1.47
9d.png,Jh.png,6h.png,Jd.png,Kd.png,26.97
9s.png,Kd.png,8c.png,4h.png,Kc.png,38.6
Jc.png,Td.png,Qc.png,5c.png,Qh.png,13.13
